uniqueId,date,name,school,type,rating,tuition_fee,acceptance_rate
134289279127840,2022-02-13,LAW102,Wharton,non-Stem,4,21011,96.79
134289279135088,2022-04-27,LAW302,Wharton,non-Stem,4,21777,93.91
134289279135040,2022-01-26,LAW342,Wharton,non-Stem,5,16770,84.09
134289279128608,2022-07-10,CS6332,Caltech,Stem,5,15054,79.61
134289279132784,2022-03-13,MAN6382,Yale,non-Stem,4,22624,97.14
134289279126736,2022-02-02,LAW102,Wharton,non-Stem,3,15463,83.52
134289279129952,2022-05-21,CS6382,Caltech,Stem,3,15187,90.52
134289279127696,2022-05-22,LAW342,Wharton,non-Stem,2,18605,89.18
134289279139360,2022-07-04,MAN6332,Yale,non-Stem,3,25870,87.67
134289279132688,2022-06-30,LAW342,Wharton,non-Stem,3,24788,99.27
134289279133264,2022-04-16,CS4382,Caltech,Stem,3,16732,98.2
134289279134944,2022-08-14,MAN6332,Yale,non-Stem,4,15969,96.97
134289279127312,2022-04-21,MAN6382,Yale,non-Stem,3,21557,92.34
134289279132976,2022-04-20,MAN6332,Yale,non-Stem,5,16848,80.97
134289279133072,2022-04-27,LAW102,Wharton,non-Stem,4,23097,72.57
134289279127648,2022-02-14,MAN4382,Yale,non-Stem,2,16541,73.58
134289279128560,2022-06-29,LAW342,Wharton,non-Stem,4,17120,94.88
134289279123664,2022-01-17,MAN6332,Yale,non-Stem,4,25456,75.56
134289279131536,2022-05-03,CS6332,Caltech,Stem,3,21102,88.52
134289279123856,2022-03-15,CS4382,Caltech,Stem,3,22113,85.65
134289279127936,2022-02-15,CS6332,Caltech,Stem,4,15320,93.78
134289279126688,2022-01-12,MAN4382,Yale,non-Stem,4,16638,93.91
134289279131392,2022-01-06,MAN6382,Yale,non-Stem,2,21013,93.58
134289279132736,2022-05-24,MAN6332,Yale,non-Stem,5,19137,75.52
134289279131968,2022-02-27,LAW302,Wharton,non-Stem,5,16602,87.98
134289279131488,2022-05-10,LAW102,Wharton,non-Stem,4,19201,95.0
134289279133120,2022-01-16,LAW342,Wharton,non-Stem,3,20293,88.97
134289279126640,2022-03-19,CS6382,Caltech,Stem,4,17301,96.29
134289279130624,2022-06-20,MAN4382,Yale,non-Stem,4,15914,86.61
134289279134992,2022-04-05,LAW102,Wharton,non-Stem,,17145,93.09
134289279133216,2022-02-25,MAN6332,Yale,non-Stem,3,16458,95.18
134289279136672,2022-02-28,CS6332,Caltech,Stem,4,21407,86.78
134289279130576,2022-07-14,LAW102,Wharton,non-Stem,4,16930,98.28
134289279125200,2022-02-25,CS4382,Caltech,Stem,4,18953,88.87
134289279131440,2022-06-06,MAN6332,Yale,non-Stem,5,16325,86.05
134289279128464,2022-10-17,CS6332,Caltech,Stem,3,17271,97.79
134289279134896,2022-01-07,LAW302,Wharton,non-Stem,5,17337,91.24
134289279131824,2022-02-20,LAW342,Wharton,non-Stem,5,22347,96.08
134289279131776,2022-01-19,LAW342,Wharton,non-Stem,5,20211,96.19
134289279135280,2022-03-21,CS6382,Caltech,Stem,,20996,98.85
134289279135328,2022-04-12,CS4382,Caltech,Stem,4,16636,74.39
134289279135424,2022-04-29,MAN6382,Yale,non-Stem,,17405,96.14
134289279135520,2022-04-28,LAW102,Wharton,non-Stem,5,21559,81.22
134289279139696,2022-07-17,LAW102,Wharton,non-Stem,2,20281,98.68
134289279139792,2022-01-16,MAN6382,Yale,non-Stem,,16887,86.29
134289279136720,2022-01-29,CS4382,Caltech,Stem,4,15743,86.31
134289279136624,2022-09-07,LAW102,Wharton,non-Stem,4,15590,87.47
134289279136528,2022-02-23,CS4382,Caltech,Stem,4,15222,95.62
134289279136576,2022-02-11,MAN6382,Yale,non-Stem,5,16911,97.0
134289279131872,2022-02-04,LAW342,Wharton,non-Stem,4,22809,
134289279132112,2022-07-20,LAW102,Wharton,non-Stem,5,15268,93.7
134289279131728,2022-03-28,CS6332,Caltech,Stem,3,15658,99.08
134289279131680,2022-03-27,CS6382,Caltech,Stem,4,20701,93.01
134289279139600,2022-06-17,LAW342,Wharton,non-Stem,4,16444,94.72
134289279131344,2022-09-20,MAN4382,Yale,non-Stem,4,,88.9
134289279133600,2022-01-07,CS6382,Caltech,Stem,4,17524,98.71
134289279133360,2022-01-21,LAW302,Wharton,non-Stem,4,15834,69.65
134289279137968,2022-06-08,MAN6382,Yale,non-Stem,3,16014,96.45
134289279138016,2022-01-17,MAN4382,Yale,non-Stem,4,16158,98.5
134289279138064,2022-05-03,LAW302,Wharton,non-Stem,3,22879,76.28
134289279138160,2022-04-16,LAW302,Wharton,non-Stem,4,17787,76.8
134289279138304,2022-06-14,LAW102,Wharton,non-Stem,4,15377,91.48
134289279138256,2022-04-03,MAN6332,Yale,non-Stem,4,15333,87.77
134289279124960,2022-02-23,MAN6332,Yale,non-Stem,4,20287,94.47
134289279125104,2022-01-17,CS6382,Caltech,Stem,5,24640,88.2
134289279124528,2022-03-06,MAN4382,Yale,non-Stem,4,15439,98.28
134289279138352,2022-01-07,CS6332,Caltech,Stem,4,15247,88.15
134289279138448,,LAW342,Wharton,non-Stem,5,16124,86.59
134289279137872,2022-02-04,MAN6382,Yale,non-Stem,3,,72.33
134289279137584,2022-04-23,MAN6332,Yale,non-Stem,3,23919,91.89
134289279137536,2022-04-26,LAW102,Wharton,non-Stem,,22836,77.27
134289279137440,2022-02-17,LAW342,Wharton,non-Stem,4,17058,91.28
134289279134704,2022-02-16,MAN6332,Yale,non-Stem,3,26774,85.18
134289279134752,2022-04-01,MAN6332,Yale,non-Stem,,20936,
134289279134512,2022-05-08,LAW102,Wharton,non-Stem,2,15606,98.53
134289279134560,2022-04-24,LAW302,Wharton,non-Stem,4,19950,99.75
134289279134608,2022-04-27,LAW102,Wharton,non-Stem,5,18126,70.99
134289279134416,2022-02-12,MAN6382,Yale,non-Stem,4,15854,74.27
134289279137392,2022-04-01,LAW302,Wharton,non-Stem,4,15412,99.12
134289279137344,2022-01-13,CS6332,Caltech,Stem,4,17001,84.69
134289279136768,2022-10-30,LAW102,Wharton,non-Stem,5,17784,86.57
134289279125488,2022-02-17,CS4382,Caltech,Stem,3,27039,95.37
134289279135904,2022-07-05,LAW302,Wharton,non-Stem,5,20473,78.26
134289279137104,2022-01-03,MAN4382,Yale,non-Stem,5,15719,89.62
134289279125536,2022-04-06,LAW102,Wharton,non-Stem,5,18117,94.93
134289279137824,2022-02-08,CS6382,Caltech,Stem,4,15828,84.16
134289279137296,2022-08-25,CS6382,Caltech,Stem,4,16174,76.8
134289279135952,2022-05-28,MAN6382,Yale,non-Stem,4,15431,79.6
134289279129904,2022-05-03,LAW342,Wharton,non-Stem,2,16506,76.18
134289279129856,2022-03-08,CS4382,Caltech,Stem,5,19391,98.43
134289279132400,2022-05-20,MAN6332,Yale,non-Stem,4,18401,82.45
134289279132352,2022-07-26,CS6382,Caltech,Stem,3,17789,82.14
134289279126592,2022-01-10,LAW102,Wharton,non-Stem,,18362,86.47
134289279131584,2022-02-07,MAN6332,Yale,non-Stem,5,17440,83.17
134289279126496,2022-10-31,LAW302,Wharton,non-Stem,2,16437,91.5
134289279127072,2022-01-29,LAW102,Wharton,non-Stem,5,21494,96.3
134289279128128,2022-02-25,LAW342,Wharton,non-Stem,4,,99.8
134289279127024,,CS6332,Caltech,Stem,4,17001,80.12
134289279127120,2022-02-03,CS6332,Caltech,Stem,4,17274,98.89
134289279127216,2022-07-26,MAN6382,Yale,non-Stem,4,20735,97.46
134289279127168,2022-02-18,CS6332,Caltech,Stem,4,20282,90.23
134289279126976,2022-01-18,CS6382,Caltech,Stem,4,16728,95.46
134289279130432,2022-02-23,MAN6332,Yale,non-Stem,4,18197,86.21
134289279127264,2022-02-09,CS4382,Caltech,Stem,3,18926,90.89
134289279126784,2022-06-16,CS4382,Caltech,Stem,3,17460,94.48
134289279130816,2022-03-28,CS6382,Caltech,Stem,4,20100,96.42
134289279130864,2022-08-30,LAW342,Wharton,non-Stem,3,17861,87.1
134289279131056,2022-03-25,LAW102,Wharton,non-Stem,2,17587,92.23
134289279131008,2022-03-26,MAN4382,Yale,non-Stem,4,,81.67
134289279131200,2022-01-15,MAN6382,Yale,non-Stem,4,23175,98.79
134289279131248,,MAN4382,Yale,non-Stem,4,19244,
134289279131152,2022-03-10,LAW302,Wharton,non-Stem,5,20593,86.69
134289279131296,2022-06-05,CS6332,Caltech,Stem,5,19099,92.03
134289279131104,2022-01-25,CS6332,Caltech,Stem,4,16648,99.12
134289279130960,2022-03-24,CS4382,Caltech,Stem,5,,99.22
134289279126208,2022-03-25,MAN6332,Yale,non-Stem,4,17419,99.89
134289279130912,2022-06-04,CS6382,Caltech,Stem,5,22126,90.32
134289279130768,2022-02-14,LAW102,Wharton,non-Stem,,21146,98.83
134289279130528,2022-02-04,CS6382,Caltech,Stem,3,15262,93.76
134289279130720,2022-01-31,CS6332,Caltech,Stem,4,21047,73.01
134289279130480,2022-09-05,LAW342,Wharton,non-Stem,4,17068,98.17
134289279126880,2022-03-25,MAN6332,Yale,non-Stem,4,21280,81.25
134289279128032,2022-01-17,LAW102,Wharton,non-Stem,3,16120,
134289279127792,2022-02-13,CS6332,Caltech,Stem,4,15092,99.42
134289279127984,2022-04-12,CS4382,Caltech,Stem,4,17244,
134289279128080,2022-04-05,LAW102,Wharton,non-Stem,4,26169,97.08
134289279126304,2022-03-20,MAN4382,Yale,non-Stem,3,15617,99.52
134289279127408,2022-01-21,MAN6382,Yale,non-Stem,5,17588,89.42
134289279127456,2022-03-12,MAN4382,Yale,non-Stem,5,22715,78.16
134289279126256,2022-05-14,CS4382,Caltech,Stem,3,16056,86.59
134289279126832,2022-07-29,CS6332,Caltech,Stem,4,15807,97.93
134289279126544,2022-05-09,CS6382,Caltech,Stem,,15097,98.81
134289279126448,2022-08-17,MAN6382,Yale,non-Stem,4,20882,91.09
134289279127504,2022-01-11,MAN6382,Yale,non-Stem,3,18433,87.46
134289279128272,2022-01-15,MAN4382,Yale,non-Stem,3,16354,97.45
134289279132304,2022-01-24,CS6332,Caltech,Stem,4,19905,98.49
134289279136288,2022-03-12,MAN6382,Yale,non-Stem,4,16274,99.65
134289279125248,2022-08-25,LAW302,Wharton,non-Stem,4,19027,93.73
134289279132208,2022-03-13,LAW102,Wharton,non-Stem,4,22197,87.92
134289279132448,2022-01-09,MAN6332,Yale,non-Stem,5,20430,86.93
134289279127360,2022-07-04,LAW302,Wharton,non-Stem,4,16860,96.51
134289279123760,2022-06-18,CS6332,Caltech,Stem,3,18048,84.67
134289279123712,2022-03-13,MAN6332,Yale,non-Stem,3,17499,91.59
134289279123808,2022-05-09,MAN6332,Yale,non-Stem,4,16528,75.73
134289279133024,2022-04-15,CS6382,Caltech,Stem,3,16507,85.7
134289279136096,2022-01-16,MAN4382,Yale,non-Stem,,15978,94.84
134289279131632,2022-03-22,MAN6332,Yale,non-Stem,4,20776,82.47
134289279132496,2022-04-04,CS6382,Caltech,Stem,2,17302,96.13
134289279134128,2022-02-07,MAN6382,Yale,non-Stem,5,19791,78.58
134289279133840,2022-06-03,CS4382,Caltech,Stem,4,19608,81.07
134289279134176,2022-07-19,LAW342,Wharton,non-Stem,4,,92.1
134289279133984,2022-07-09,LAW102,Wharton,non-Stem,3,19852,90.35
134289279134032,2022-03-03,LAW102,Wharton,non-Stem,5,21673,97.35
134289279133744,2022-01-20,CS4382,Caltech,Stem,2,18428,93.16
134289279132544,2022-04-02,LAW102,Wharton,non-Stem,5,16314,83.39
134289279127600,2022-05-23,LAW102,Wharton,non-Stem,4,24823,95.31
134289279138784,2022-04-07,MAN6382,Yale,non-Stem,5,19530,
134289279126160,2022-05-03,CS6382,Caltech,Stem,4,16322,81.6
134289279130384,2022-01-26,LAW342,Wharton,non-Stem,5,15339,98.05
134289279132160,2022-06-02,CS6332,Caltech,Stem,5,16665,93.11
134289279124480,2022-03-08,LAW102,Wharton,non-Stem,4,,97.43
134289279124576,2022-04-19,MAN6382,Yale,non-Stem,3,16024,96.45
134289279124912,2022-01-23,MAN4382,Yale,non-Stem,4,19498,84.65
134289279124864,2022-03-27,CS6382,Caltech,Stem,3,22308,93.24
134289279124768,2022-08-25,LAW342,Wharton,non-Stem,4,23030,97.39
134289279124720,2022-04-05,MAN6382,Yale,non-Stem,3,21459,98.62
134289279124816,2022-04-17,MAN4382,Yale,non-Stem,2,17294,96.39
134289279124432,2022-09-14,CS6332,Caltech,Stem,4,16284,99.15
134289279124144,2022-05-12,MAN6382,Yale,non-Stem,4,18031,97.64
134289279124096,2022-04-17,CS6382,Caltech,Stem,5,17148,91.52
134289279124000,2022-04-30,MAN6382,Yale,non-Stem,4,,87.74
134289279123952,2022-05-30,CS6332,Caltech,Stem,4,17079,91.23
134289279124048,2022-01-17,CS6382,Caltech,Stem,3,15040,99.35
134289279124384,2022-03-09,CS6382,Caltech,Stem,4,19337,96.49
134289279128656,2022-04-01,MAN6382,Yale,non-Stem,5,17681,89.28
134289279128704,2022-08-26,CS6382,Caltech,Stem,4,19944,99.94
134289279128752,2022-04-30,CS4382,Caltech,Stem,4,17950,
134289279128800,2022-06-01,MAN6382,Yale,non-Stem,5,16682,92.52
134289279128848,2022-01-16,LAW102,Wharton,non-Stem,5,21530,93.81
134289279128896,2022-01-21,MAN4382,Yale,non-Stem,4,18070,94.39
134289279129040,2022-02-22,LAW342,Wharton,non-Stem,4,16145,83.45
134289279129088,2022-03-02,LAW302,Wharton,non-Stem,3,15468,78.03
134289279129136,2022-01-14,LAW302,Wharton,non-Stem,5,19236,98.86
134289279129184,2022-04-14,MAN6382,Yale,non-Stem,4,15235,82.24
134289279129232,2022-04-07,CS6332,Caltech,Stem,5,,90.53
134289279129280,2022-02-17,CS6382,Caltech,Stem,5,17037,99.28
134289279129328,2022-06-02,CS4382,Caltech,Stem,4,,99.06
134289279129376,2022-01-29,MAN6382,Yale,non-Stem,4,16269,87.03
134289279129424,2022-04-04,CS6332,Caltech,Stem,5,16809,90.58
134289279129472,2022-06-28,LAW102,Wharton,non-Stem,2,21865,
134289279129808,2022-03-07,MAN4382,Yale,non-Stem,4,19498,96.56
134289279129760,2022-06-09,LAW102,Wharton,non-Stem,3,19542,97.25
134289279129712,2022-01-20,MAN6382,Yale,non-Stem,5,,95.9
134289279129664,2022-05-29,CS6332,Caltech,Stem,4,18028,92.13
134289279129616,2022-03-29,MAN6382,Yale,non-Stem,3,23882,94.56
134289279129568,2022-01-16,LAW102,Wharton,non-Stem,3,18813,83.98
134289279129520,2022-03-11,CS6332,Caltech,Stem,3,17191,79.55
134289279138112,2022-04-15,CS4382,Caltech,Stem,4,18873,94.81
134289279137920,2022-03-09,CS6332,Caltech,Stem,4,23393,95.06
134289279138208,2022-01-23,CS6332,Caltech,Stem,5,17663,86.32
134289279138544,2022-02-18,CS6332,Caltech,Stem,3,22110,99.3
134289279138496,2022-01-27,MAN6382,Yale,non-Stem,5,15371,98.5
134289279138400,2022-09-04,LAW102,Wharton,non-Stem,3,20866,89.78
134289279126064,2022-02-03,LAW302,Wharton,non-Stem,3,16571,98.96
134289279125920,2022-04-14,CS6332,Caltech,Stem,4,17597,87.92
134289279125968,2022-03-06,LAW102,Wharton,non-Stem,4,15607,83.1
134289279126016,2022-03-04,CS4382,Caltech,Stem,5,17309,87.2
134289279125728,2022-04-07,CS4382,Caltech,Stem,4,20782,87.91
134289279126112,2022-03-27,LAW342,Wharton,non-Stem,4,21196,96.47
134289279125680,2022-04-04,LAW342,Wharton,non-Stem,5,19141,88.13
134289279125824,2022-04-21,MAN4382,Yale,non-Stem,3,20192,84.35
134289279125872,2022-02-10,MAN6382,Yale,non-Stem,4,19695,83.45
134289279130096,2022-01-20,LAW302,Wharton,non-Stem,4,15886,
134289279130240,2022-05-29,LAW342,Wharton,non-Stem,5,15110,
134289279130192,2022-02-05,MAN6332,Yale,non-Stem,4,22155,98.06
134289279130144,2022-01-13,LAW302,Wharton,non-Stem,4,18277,94.53
134289279130048,2022-01-20,LAW102,Wharton,non-Stem,3,18975,91.96
134289279130288,2022-03-26,CS6332,Caltech,Stem,2,16460,92.81
134289279125776,2022-01-29,CS4382,Caltech,Stem,3,17707,79.58
134289279125632,2022-02-01,MAN4382,Yale,non-Stem,4,,94.72
134289279139744,2022-01-06,LAW342,Wharton,non-Stem,4,27071,96.11
134289279139552,2022-01-21,CS6382,Caltech,Stem,5,25794,89.22
134289279139312,2022-01-29,LAW102,Wharton,non-Stem,4,,
134289279139216,2022-01-31,CS4382,Caltech,Stem,3,15087,88.45
134289279139120,2022-01-17,LAW102,Wharton,non-Stem,3,17492,99.5
134289279139168,2022-02-15,CS6382,Caltech,Stem,2,18158,99.85
134289279139264,2022-04-04,MAN6382,Yale,non-Stem,4,15550,96.78
134289279139072,2022-06-18,MAN4382,Yale,non-Stem,3,15676,92.05
134289279138976,2022-02-22,MAN4382,Yale,non-Stem,4,19494,89.08
134289279133648,2022-09-13,MAN4382,Yale,non-Stem,4,20990,84.55
134289279126400,,MAN4382,Yale,non-Stem,3,21112,82.47
134289279126352,2022-04-25,LAW302,Wharton,non-Stem,5,16460,88.17
134289279123520,2022-04-08,CS6332,Caltech,Stem,5,19410,78.66
134289279123568,2022-06-11,CS6332,Caltech,Stem,4,16428,77.61
134289279123616,2022-02-12,MAN4382,Yale,non-Stem,3,16216,89.56
134289279123904,2022-01-22,MAN4382,Yale,non-Stem,4,16702,99.98
134289279124288,2022-01-14,CS6332,Caltech,Stem,4,22629,98.67
134289279124192,2022-02-02,CS6332,Caltech,Stem,5,16484,74.65
134289279124240,,LAW102,Wharton,non-Stem,3,20992,97.36
134289279124336,2022-02-23,MAN6332,Yale,non-Stem,5,17200,89.16
134289279136048,2022-12-08,CS6332,Caltech,Stem,3,15299,
134289279136000,2022-05-21,LAW342,Wharton,non-Stem,3,22452,96.51
